  0.000000 -50.000000   0.000000   0.000000
  0.000000 -49.975681  -0.000000   0.000000
  0.000000 -49.951362   0.000000   0.000000
  0.000000 -49.927043  -0.000000   0.000000
  0.000000 -49.902724   0.000000   0.000000
  0.000000 -49.878405  -0.000000   0.000000
  0.000000 -49.854086   0.000000   0.000000
  0.000000 -49.829767   0.000000   0.000000
  0.000000 -49.805447   0.000000   0.000000
  0.000000 -49.781128   0.000000   0.000000
  0.000000 -49.756809   0.000000   0.000000
  0.000000 -49.732490   0.000000   0.000000
  0.000000 -49.708171   0.000000   0.000000
  0.000000 -49.683852   0.000000   0.000000
  0.000000 -49.659533   0.000000   0.000000
  0.000000 -49.635214   0.000000   0.000000
  0.000000 -49.610895   0.000000   0.000000
  0.000000 -49.586576   0.000000   0.000000
  0.000000 -49.562257   0.000000   0.000000
  0.000000 -49.537938   0.000000   0.000000
  0.000000 -49.513619   0.000000   0.000000
  0.000000 -49.489300   0.000000   0.000000
  0.000000 -49.464981   0.000000   0.000000
  0.000000 -49.440661   0.000000   0.000000
  0.000000 -49.416342   0.000000   0.000000
  0.000000 -49.392023   0.000000   0.000000
  0.000000 -49.367704   0.000000   0.000000
  0.000000 -49.343385   0.000000   0.000000
  0.000000 -49.319066   0.000000   0.000000
  0.000000 -49.294747   0.000000   0.000000
  0.000000 -49.270428   0.000000   0.000000
  0.000000 -49.246109   0.000000   0.000000
  0.000000 -49.221790   0.000000   0.000000
  0.000000 -49.197471   0.000000   0.000000
  0.000000 -49.173152   0.000000   0.000000
  0.000000 -49.148833   0.000000   0.000000
  0.000000 -49.124514   0.000000   0.000000
  0.000000 -49.100195   0.000000   0.000000
  0.000000 -49.075875   0.000000   0.000000
  0.000000 -49.051556   0.000000   0.000000
  0.000000 -49.027237   0.000000   0.000000
  0.000000 -49.002918   0.000000   0.000000
  0.000000 -48.978599   0.000000   0.000000
  0.000000 -48.954280   0.000000   0.000000
  0.000000 -48.929961   0.000000   0.000000
  0.000000 -48.905642   0.000000   0.000000
  0.000000 -48.881323   0.000000   0.000000
  0.000000 -48.857004   0.000000   0.000000
  0.000000 -48.832685   0.000000   0.000000
  0.000000 -48.808366   0.000000   0.000000
  0.000000 -48.784047   0.000000   0.000000
  0.000000 -48.759728   0.000000   0.000000
  0.000000 -48.735409   0.000000   0.000000
  0.000000 -48.711089   0.000000   0.000000
  0.000000 -48.686770   0.000000   0.000000
  0.000000 -48.662451   0.000000   0.000000
  0.000000 -48.638132   0.000000   0.000000
  0.000000 -48.613813   0.000000   0.000000
  0.000000 -48.589494   0.000000   0.000000
  0.000000 -48.565175   0.000000   0.000000
  0.000000 -48.540856   0.000000   0.000000
  0.000000 -48.516537   0.000000   0.000000
  0.000000 -48.492218   0.000000   0.000000
  0.000000 -48.467899   0.000000   0.000000
  0.000000 -48.443580   0.000000   0.000000
  0.000000 -48.419261   0.000000   0.000000
  0.000000 -48.394942   0.000000   0.000000
  0.000000 -48.370623   0.000000   0.000000
  0.000000 -48.346304   0.000000   0.000000
  0.000000 -48.321984   0.000000   0.000000
  0.000000 -48.297665   0.000000   0.000000
  0.000000 -48.273346   0.000000   0.000000
  0.000000 -48.249027   0.000000   0.000000
  0.000000 -48.224708   0.000000   0.000000
  0.000000 -48.200389   0.000000   0.000000
